_id,air处理/air,Al,B,C,Co,Cr,Fe,Mo,Nb+Ta,Ni,Si,Ta,Ti,W,Zr,一次时效/温度,一次时效及空冷/时间,二次时效/温度,二次时效及空冷/时间,保温/时间,力学性能/疲劳裂纹扩展速率,加热/温度,加载应力/应力比,加载应力/应力范围,备注,应力强度因子范围/应力强度因子范围,摘录出处,数据DOI,数据审核者,数据来源方式,数据生产者,数据采集时间,晶粒取向/晶粒取向,机械热处理/温度,材料牌号,标准热处理/温度,标准热处理后油淬/时间,热处理1/冷却速率,热处理1/时间,热处理1/温度,热处理2/冷却速率,热处理2/时间,热处理2/温度,热处理3/冷却速率,热处理3/时间,热处理3/温度,热处理4/冷却速率,热处理4/时间,热处理4/温度,热处理5/时间,热处理5/温度,热机械处理/温度,疲劳测试/初始温度,疲劳测试/应力强度,疲劳测试/应力强度因子,疲劳测试/测试温度,疲劳测试/温度,疲劳测试/频率,疲劳裂纹扩展/同等水平有效应力强度因子,疲劳裂纹扩展/应力强度因子,疲劳裂纹扩展/应力强度因子范围,疲劳裂纹扩展/有效应力强度因子范围,疲劳裂纹扩展/等效应力强度因子范围,疲劳裂纹扩展温度/疲劳裂纹扩展温度,疲劳裂纹扩展频率/疲劳裂纹扩展频率,真空处理/真空,第一次时效保温/第一次时效时间,第一次时效处理/第一次时效温度,第三次时效保温/第三次时效时间,第三次时效处理/第三次时效温度,第二次时效保温/第二次时效时间,第二次时效处理/第二次时效温度,等温锻造/变形量,等温锻造/温度,裂纹初始长度/裂纹初始长度,裂纹扩展方向/裂纹扩展方向,裂纹扩展频率/频率,裂纹面/裂纹面
"ObjectId(""5b4c9bfde6b1a81674aab83f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,4.89E-5mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,22.1656Mpa/m,,,25℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9c02e6b1a81674aab841"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,9.24E-5mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,22.4829Mpa/m,,,25℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9c07e6b1a81674aab843"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,9.24E-5mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,23.2961Mpa/m,,,25℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9c1ee6b1a81674aab84b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,5.56E-5mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,20.2095Mpa/m,,,25℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9c23e6b1a81674aab84d"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,3.92E-5mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,22.4829Mpa/m,,,25℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9c2ce6b1a81674aab851"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,6.11E-5mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,22.1656Mpa/m,,,25℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9c3be6b1a81674aab857"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,5.21E-5mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,22.8047Mpa/m,,,25℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9c40e6b1a81674aab859"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,4.18E-5mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,20.9405Mpa/m,,,25℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9e85e6b1a81674aab92f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0215395mm/cycle,,,,,,,10.11961/mater0203.MGI.20171221.ds.0036,,,,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,77.8542Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9ea2e6b1a81674aab93b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0202345mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,76.7514Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9eace6b1a81674aab93f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0173277mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,71.993Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9ed1e6b1a81674aab94b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00792646mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,61.5284Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9ed5e6b1a81674aab94d"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00224018mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,64.5312Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9edae6b1a81674aab94f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0108183mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,68.46Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9edfe6b1a81674aab951"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00789881mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,66.9879Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9ee4e6b1a81674aab953"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.006772mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,61.0792Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9ee9e6b1a81674aab955"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00408839mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,61.0318Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9eeee6b1a81674aab957"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00338547mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,60.1556Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9ef3e6b1a81674aab959"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00595371mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,65.0878Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9ef8e6b1a81674aab95b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00719616mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,64.6472Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9efde6b1a81674aab95d"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0115362mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,66.5537Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f02e6b1a81674aab95f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00543673mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,59.3525Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f06e6b1a81674aab961"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0112041mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,62.8836Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f0be6b1a81674aab963"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00541935mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,64.1628Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f10e6b1a81674aab965"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00718151mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,67.9339Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f15e6b1a81674aab967"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00927232mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,62.8653Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f1fe6b1a81674aab969"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00398111mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,54.1042Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f24e6b1a81674aab96b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0035072mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,54.8656Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f29e6b1a81674aab96d"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0026397mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,55.2315Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f2ee6b1a81674aab96f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00175997mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,49.2817Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f32e6b1a81674aab971"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00479513mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,58.5061Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f37e6b1a81674aab973"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00318778mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,56.036Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f3ce6b1a81674aab975"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0042317mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,56.8604Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f41e6b1a81674aab977"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0030969mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,52.5721Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f46e6b1a81674aab979"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00176151mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,48.2453Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f4be6b1a81674aab97b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00338941mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,58.4749Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f50e6b1a81674aab97d"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00205342mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,53.6675Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f55e6b1a81674aab97f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00256296mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,52.5568Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f5ae6b1a81674aab981"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00187184mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,51.0636Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f5fe6b1a81674aab983"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0021254mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,49.9995Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f64e6b1a81674aab985"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0028966mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,57.6382Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f6ee6b1a81674aab987"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00170831mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,47.2285Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f73e6b1a81674aab989"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00141295mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,47.8885Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f78e6b1a81674aab98b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00133044mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,44.6089Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f7de6b1a81674aab98d"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00103164mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,46.8587Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9f82e6b1a81674aab98f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,9.12E-4mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,,1h,955℃,1℃/min,8h,718℃,,8h,621℃,,,,,,,650℃,43.3373Mpa/m,,650℃,,,,,,,,,,,,,,,,,,,,,,
