_id,air处理/air,Al,B,C,Co,Cr,Fe,Mo,Nb+Ta,Ni,Si,Ta,Ti,W,Zr,一次时效/温度,一次时效及空冷/时间,二次时效/温度,二次时效及空冷/时间,保温/时间,力学性能/疲劳裂纹扩展速率,加热/温度,加载应力/应力比,加载应力/应力范围,备注,应力强度因子范围/应力强度因子范围,摘录出处,数据DOI,数据审核者,数据来源方式,数据生产者,数据采集时间,晶粒取向/晶粒取向,机械热处理/温度,材料牌号,标准热处理/温度,标准热处理后油淬/时间,热处理1/冷却速率,热处理1/时间,热处理1/温度,热处理2/冷却速率,热处理2/时间,热处理2/温度,热处理3/冷却速率,热处理3/时间,热处理3/温度,热处理4/冷却速率,热处理4/时间,热处理4/温度,热处理5/时间,热处理5/温度,热机械处理/温度,疲劳测试/初始温度,疲劳测试/应力强度,疲劳测试/应力强度因子,疲劳测试/测试温度,疲劳测试/温度,疲劳测试/频率,疲劳裂纹扩展/同等水平有效应力强度因子,疲劳裂纹扩展/应力强度因子,疲劳裂纹扩展/应力强度因子范围,疲劳裂纹扩展/有效应力强度因子范围,疲劳裂纹扩展/等效应力强度因子范围,疲劳裂纹扩展温度/疲劳裂纹扩展温度,疲劳裂纹扩展频率/疲劳裂纹扩展频率,真空处理/真空,第一次时效保温/第一次时效时间,第一次时效处理/第一次时效温度,第三次时效保温/第三次时效时间,第三次时效处理/第三次时效温度,第二次时效保温/第二次时效时间,第二次时效处理/第二次时效温度,等温锻造/变形量,等温锻造/温度,裂纹初始长度/裂纹初始长度,裂纹扩展方向/裂纹扩展方向,裂纹扩展频率/频率,裂纹面/裂纹面
"ObjectId(""5b4d65c2e6b1a819a85da4a5"")",,,,,,,,,,,,,,,,,,,,,1.43E-4mm/cyc,650℃,, CT data,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2076Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65c7e6b1a819a85da4a7"")",,,,,,,,,,,,,,,,,,,,,0.00517872mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,28.495Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65cce6b1a819a85da4a9"")",,,,,,,,,,,,,,,,,,,,,1.23E-4mm/cyc,650℃,, CT data,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9774Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65d1e6b1a819a85da4ab"")",,,,,,,,,,,,,,,,,,,,,0.0132625mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6624Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65d6e6b1a819a85da4ad"")",,,,,,,,,,,,,,,,,,,,,1.33E-4mm/cyc,650℃,, CT data,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2076Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65dbe6b1a819a85da4af"")",,,,,,,,,,,,,,,,,,,,,0.00783378mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9536Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65dfe6b1a819a85da4b1"")",,,,,,,,,,,,,,,,,,,,,1.14E-4mm/cyc,650℃,, CT data,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9774Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65e4e6b1a819a85da4b3"")",,,,,,,,,,,,,,,,,,,,,0.00910062mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6941Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65e9e6b1a819a85da4b5"")",,,,,,,,,,,,,,,,,,,,,0.00558384mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1554Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65eee6b1a819a85da4b7"")",,,,,,,,,,,,,,,,,,,,,0.0101967mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6215Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65f8e6b1a819a85da4b9"")",,,,,,,,,,,,,,,,,,,,,1.07E-3mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4526Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d65fde6b1a819a85da4bb"")",,,,,,,,,,,,,,,,,,,,,4.38E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8948Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6602e6b1a819a85da4bd"")",,,,,,,,,,,,,,,,,,,,,5.69E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8948Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6606e6b1a819a85da4bf"")",,,,,,,,,,,,,,,,,,,,,0.00445782mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8495Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d660be6b1a819a85da4c1"")",,,,,,,,,,,,,,,,,,,,,1.30E-3mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9961Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6611e6b1a819a85da4c3"")",,,,,,,,,,,,,,,,,,,,,8.27E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6603Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6616e6b1a819a85da4c5"")",,,,,,,,,,,,,,,,,,,,,2.11E-3mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7035Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d661be6b1a819a85da4c7"")",,,,,,,,,,,,,,,,,,,,,4.06E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3988Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d661fe6b1a819a85da4c9"")",,,,,,,,,,,,,,,,,,,,,1.68E-3mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5523Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6624e6b1a819a85da4cb"")",,,,,,,,,,,,,,,,,,,,,9.25E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9214Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6629e6b1a819a85da4cd"")",,,,,,,,,,,,,,,,,,,,,6.86E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4022Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d662ee6b1a819a85da4cf"")",,,,,,,,,,,,,,,,,,,,,3.77E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6454Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6633e6b1a819a85da4d1"")",,,,,,,,,,,,,,,,,,,,,0.00369682mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2187Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6638e6b1a819a85da4d3"")",,,,,,,,,,,,,,,,,,,,,0.00274025mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2992Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d663de6b1a819a85da4d5"")",,,,,,,,,,,,,,,,,,,,,0.00330434mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9087Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6646e6b1a819a85da4d7"")",,,,,,,,,,,,,,,,,,,,,4.72E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1551Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d664be6b1a819a85da4d9"")",,,,,,,,,,,,,,,,,,,,,1.11E-3mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2076Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6650e6b1a819a85da4db"")",,,,,,,,,,,,,,,,,,,,,1.55E-3mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9774Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6655e6b1a819a85da4dd"")",,,,,,,,,,,,,,,,,,,,,8.56E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6759Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d665ae6b1a819a85da4df"")",,,,,,,,,,,,,,,,,,,,,0.00194455mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9141Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d665fe6b1a819a85da4e1"")",,,,,,,,,,,,,,,,,,,,,0.00106684mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6504Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6664e6b1a819a85da4e3"")",,,,,,,,,,,,,,,,,,,,,2.66E-4mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3786Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6669e6b1a819a85da4e5"")",,,,,,,,,,,,,,,,,,,,,2.04E-4mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3476Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d666ee6b1a819a85da4e7"")",,,,,,,,,,,,,,,,,,,,,5.68E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9141Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6672e6b1a819a85da4e9"")",,,,,,,,,,,,,,,,,,,,,6.85E-4mm/cyc,650℃,,0 to 0.8%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9141Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6677e6b1a819a85da4eb"")",,,,,,,,,,,,,,,,,,,,,3.33E-4mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0059Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d667ce6b1a819a85da4ed"")",,,,,,,,,,,,,,,,,,,,,0.00243483mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6454Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6681e6b1a819a85da4ef"")",,,,,,,,,,,,,,,,,,,,,0.00341085mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6603Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6686e6b1a819a85da4f1"")",,,,,,,,,,,,,,,,,,,,,4.17E-4mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0024Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d668be6b1a819a85da4f3"")",,,,,,,,,,,,,,,,,,,,,7.90E-4mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2132Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d6695e6b1a819a85da4f5"")",,,,,,,,,,,,,,,,,,,,,1.57E-4mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9305Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d669ae6b1a819a85da4f7"")",,,,,,,,,,,,,,,,,,,,,1.18E-5mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89867Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d669fe6b1a819a85da4f9"")",,,,,,,,,,,,,,,,,,,,,1.25E-4mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2663Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66a4e6b1a819a85da4fb"")",,,,,,,,,,,,,,,,,,,,,2.86E-6mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45897Mpa√m,,,,,,,,,,,,,,,,
"ObjectId(""5b4d66a8e6b1a819a85da4fd"")",,,,,,,,,,,,,,,,,,,,,1.70E-6mm/cyc,650℃,,-0.4 to 0.4%,,,"A.H.Rosenberger,E.Andrieu,H.Ghonem.Influence of High Temperature Elastic-Plastic Small Crack GrowthBehavior in a Nickel-Base Superalloy on the Life Prediction ofStructural Components[C].Superalloy.1992:737-746.",10.11961/mater0203.MGI.20171221.ds.0014,尹海清,摘录,张国飞,2018/1/8,,,Alloy 718,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45897Mpa√m,,,,,,,,,,,,,,,,
