"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/空冷)，试样盘尺寸","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Y","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","保温/保温时间","保温/固溶时间","保温/拉伸温度","保温/第二次时效温度","冷却/油冷温度","冷却/盐浴温度","冷却/空冷","力学性能/屈服强度","力学性能/极限拉伸强度","力学性能/纵向延伸率","单峰晶粒分布热处理/MA","双峰晶粒分布热处理/DB","固溶/固溶温度","固溶/试样厚度","固溶处理/时间","固溶处理/温度","固溶处理油淬/时间","固溶处理油淬/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","均匀化处理/时间","均匀化处理/温度","均匀化退火/均匀化退火时间","均匀化退火/均匀化退火温度","备注","应力破裂测试/温度","拉伸/温度","拉伸实验/温度","拉伸测试/ 温度","拉伸测试/应变速率","拉伸测试/气氛","拉伸测试/气氛压强","拉伸测试/测试温度","拉伸测试/温度","拉伸试验/弹性模量","拉伸试验/晶粒取向（距[001]面）","拉伸试验/晶粒取向（距[011]面）","拉伸试验/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/拉伸塑形应变","时效/时效时间","时效/时效温度","时效/第一次时效时间","时效/第二次时效温度","时效/高温时效温度","时效1/时效时间","时效1/时效温度","时效2/时效时间","时效2/时效温度","时效处理/时效时间","时效处理/时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","最终退火/最终退火温度","材料牌号","标准热处理后油淬/时间","油淬/第一次时效温度","油淬/第二次时效时间","测试温度/温度","炉冷/温度","炉冷/第一次时效温度","炉冷/第二次时效时间","烧结/温度","热处理(氩气氛冷却)/烧结时间","热处理(氩气氛冷却)/烧结温度","热处理/固溶温度","热处理/温度","热处理1/冷却速率","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/冷却速率","热处理3/时间","热处理3/温度","热处理4/冷却速率","热处理4/时间","热处理4/温度","热处理5/时间","热处理5/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理后空冷/时间","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/加热时间","热处理工艺/加热温度","热处理工艺/测试温度","热处理工艺/炉冷温度","热处理工艺/空冷温度","热等静压/压力","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","焊前热处理/时间","焊前热处理/温度","空冷/老化时间","空气冷却/空冷","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第4步热处理/时间","第4步热处理/温度","第一次热处理/温度","第一次热处理后炉冷/时间","第一次轧制/温度","第二次热处理/升温速率","第二次热处理/温度","第二次热处理后空冷/时间","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","老化/老化温度","蠕变测试/测试温度","试样置于高温/放置温度","轧制/轧制厚度","轧制/轧制温度","铸锭/铸锭直径","铸锭/铸锭重量","锻造/试样厚度","锻造/锻造厚度减少量","锻造和锻轧的/试验温度","锻造（空冷）/锻造温度"
,,,,,"ObjectId(""5b4d1eb1e6b1a819a85d89c1"")","5.5","0.013","0.15wt.%",,"10.3","8.4","0.05","1.5",,"0.75",,,,"balance.",,,,"3.1","1.0","9.9",,"0.07",,,,,,,,,,,,"941.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,"112Mpa","6.5度","39度","649℃","ANISOTROPY OF NICKEL-BASE SUPERALLOY SINGLE CRYSTALS","10.11961/mater0203.MGI.20171221.ds.0037","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,,,,,"24h","816℃",,,,,,,"Mar-M247",,,,,,,,,"2h","1232℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d1ec0e6b1a819a85d89c5"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"259.24Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","37%",,"2100℃"
,,,,,"ObjectId(""5b4d1ecae6b1a819a85d89c9"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258.98Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","35%",,"2100℃"
,,,,,"ObjectId(""5b4d1ecfe6b1a819a85d89cb"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258.75Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","34%",,"2100℃"
,,,,,"ObjectId(""5b4d1ed3e6b1a819a85d89cd"")","5.5","0.013","0.15wt.%",,"10.3","8.4","0.05","1.5",,"0.75",,,,"balance.",,,,"3.1","1.0","9.9",,"0.07",,,,,,,,,,,,"860.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"单晶长度3.5cm,直径0.63cm",,,,,,,,,,"136Mpa","10度","35度","23℃","ANISOTROPY OF NICKEL-BASE SUPERALLOY SINGLE CRYSTALS","10.11961/mater0203.MGI.20171221.ds.0037","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,,,,,"24h","816℃",,,,,,,"Mar-M247",,,,,,,,,"2h","1232℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d1ed8e6b1a819a85d89cf"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258.31Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","33%",,"2100℃"
,,,,,"ObjectId(""5b4d1edde6b1a819a85d89d1"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"259.54Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","40%",,"2100℃"
,,,,,"ObjectId(""5b4d1ef1e6b1a819a85d89d9"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"259.21Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","36%",,"2100℃"
,,,,,"ObjectId(""5b4d1efbe6b1a819a85d89dd"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"259.48Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","38%",,"2100℃"
,,,,,"ObjectId(""5b4d1f00e6b1a819a85d89df"")","5.5","0.013","0.15wt.%",,"10.3","8.4","0.05","1.5",,"0.75",,,,"balance.",,,,"3.1","1.0","9.9",,"0.07",,,,,,,,,,,,"836.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"单晶长度3.5cm,直径0.66cm",,,,,,,,,,"140Mpa","7.5度","38度","23℃","ANISOTROPY OF NICKEL-BASE SUPERALLOY SINGLE CRYSTALS","10.11961/mater0203.MGI.20171221.ds.0037","尹海清","摘录","张凯琦","2018-01-08",,,,,,,,,,,,"24h","816℃",,,,,,,"Mar-M247",,,,,,,,,"2h","1232℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d1f05e6b1a819a85d89e1"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"259.50Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","39%",,"2100℃"
,,,,,"ObjectId(""5b4d1f0ee6b1a819a85d89e3"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"247.07Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2英寸","40%",,"2100℃"
,,,,,"ObjectId(""5b4d1f13e6b1a819a85d89e5"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"256.28Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","26%",,"2100℃"
,,,,,"ObjectId(""5b4d1f18e6b1a819a85d89e7"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246.83Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2英寸","39%",,"2100℃"
,,,,,"ObjectId(""5b4d1f1de6b1a819a85d89e9"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"257.38Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","29%",,"2100℃"
,,,,,"ObjectId(""5b4d1f22e6b1a819a85d89eb"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"257.65Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","31%",,"2100℃"
,,,,,"ObjectId(""5b4d1f27e6b1a819a85d89ed"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"256.05Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","25%",,"2100℃"
,,,,,"ObjectId(""5b4d1f2ce6b1a819a85d89ef"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"254.95Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","22%",,"2100℃"
,,,,,"ObjectId(""5b4d1f30e6b1a819a85d89f1"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"255.38Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","23%",,"2100℃"
,,,,,"ObjectId(""5b4d1f35e6b1a819a85d89f3"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"254.08Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","20%",,"2100℃"
,,,,,"ObjectId(""5b4d1f3ae6b1a819a85d89f5"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258.28Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","32%",,"2100℃"
,,,,,"ObjectId(""5b4d1f3fe6b1a819a85d89f7"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"256.95Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","28%",,"2100℃"
,,,,,"ObjectId(""5b4d1f44e6b1a819a85d89f9"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"256.72Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","27%",,"2100℃"
,,,,,"ObjectId(""5b4d1f49e6b1a819a85d89fb"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"257.62Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","30%",,"2100℃"
,,,,,"ObjectId(""5b4d1f4ee6b1a819a85d89fd"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"255.82Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","24%",,"2100℃"
,,,,,"ObjectId(""5b4d1f55e6b1a819a85d89ff"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"254.31Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3英寸","21%",,"2100℃"
,,,,,"ObjectId(""5b4d1f5fe6b1a819a85d8a01"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245.52Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2英寸","31%",,"2100℃"
,,,,,"ObjectId(""5b4d1f64e6b1a819a85d8a03"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246.51Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2英寸","36%",,"2100℃"
,,,,,"ObjectId(""5b4d1f69e6b1a819a85d8a05"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244.57Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2英寸","27%",,"2100℃"
,,,,,"ObjectId(""5b4d1f6ee6b1a819a85d8a07"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246.55Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2英寸","37%",,"2100℃"
,,,,,"ObjectId(""5b4d1f73e6b1a819a85d8a09"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245.80Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2英寸","33%",,"2100℃"
,,,,,"ObjectId(""5b4d1f77e6b1a819a85d8a0b"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243.90Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2英寸","25%",,"2100℃"
,,,,,"ObjectId(""5b4d1f7ce6b1a819a85d8a0d"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245.29Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,"Carlson D M. P/M AF115 Dual Property Disk Process Development[C]// Superalloys. 1980:501-511.","10.11961/mater0203.MGI.20171221.ds.0045","尹海清","摘录","张凯琦","2018-01-08",,,"1614h","760℃",,,,,,,,,,,,,,,,"AF115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100Mpa","4h","1190℃","150mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2英寸","30%",,"2100℃"
