"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/空冷)，试样盘尺寸","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Y","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","保温/保温时间","保温/固溶时间","保温/拉伸温度","保温/第二次时效温度","冷却/油冷温度","冷却/盐浴温度","冷却/空冷","力学性能/屈服强度","力学性能/极限拉伸强度","力学性能/纵向延伸率","单峰晶粒分布热处理/MA","双峰晶粒分布热处理/DB","固溶/固溶温度","固溶/试样厚度","固溶处理/时间","固溶处理/温度","固溶处理油淬/时间","固溶处理油淬/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","均匀化处理/时间","均匀化处理/温度","均匀化退火/均匀化退火时间","均匀化退火/均匀化退火温度","备注","应力破裂测试/温度","拉伸/温度","拉伸实验/温度","拉伸测试/ 温度","拉伸测试/应变速率","拉伸测试/气氛","拉伸测试/气氛压强","拉伸测试/测试温度","拉伸测试/温度","拉伸试验/弹性模量","拉伸试验/晶粒取向（距[001]面）","拉伸试验/晶粒取向（距[011]面）","拉伸试验/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/拉伸塑形应变","时效/时效时间","时效/时效温度","时效/第一次时效时间","时效/第二次时效温度","时效/高温时效温度","时效1/时效时间","时效1/时效温度","时效2/时效时间","时效2/时效温度","时效处理/时效时间","时效处理/时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","最终退火/最终退火温度","材料牌号","标准热处理后油淬/时间","油淬/第一次时效温度","油淬/第二次时效时间","测试温度/温度","炉冷/温度","炉冷/第一次时效温度","炉冷/第二次时效时间","烧结/温度","热处理(氩气氛冷却)/烧结时间","热处理(氩气氛冷却)/烧结温度","热处理/固溶温度","热处理/温度","热处理1/冷却速率","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/冷却速率","热处理3/时间","热处理3/温度","热处理4/冷却速率","热处理4/时间","热处理4/温度","热处理5/时间","热处理5/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理后空冷/时间","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/加热时间","热处理工艺/加热温度","热处理工艺/测试温度","热处理工艺/炉冷温度","热处理工艺/空冷温度","热等静压/压力","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","焊前热处理/时间","焊前热处理/温度","空冷/老化时间","空气冷却/空冷","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第4步热处理/时间","第4步热处理/温度","第一次热处理/温度","第一次热处理后炉冷/时间","第一次轧制/温度","第二次热处理/升温速率","第二次热处理/温度","第二次热处理后空冷/时间","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","老化/老化温度","蠕变测试/测试温度","试样置于高温/放置温度","轧制/轧制厚度","轧制/轧制温度","铸锭/铸锭直径","铸锭/铸锭重量","锻造/试样厚度","锻造/锻造厚度减少量","锻造和锻轧的/试验温度","锻造（空冷）/锻造温度"
,,,,,"ObjectId(""5b4ca50be6b1a81674aabba9"")","0.42",,"0.03",,,"18.3","Balance",,,"3",,,"5.17","53.2wt.%",,,"0.12",,"1",,,,,,,,,,,,,,,"1204.00Mpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"25℃",,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.","10.11961/mater0203.MGI.20171221.ds.0036","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"718",,,,,,,,,,,,,,"1h","955℃","1℃/min","8h","718℃",,"8h","621℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7c4e6b1a81674aabcb1"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"67.3853Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1785.67oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7c9e6b1a81674aabcb3"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"60.6575Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1825.97oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7cee6b1a81674aabcb5"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"91.2409Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1637.84oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7d3e6b1a81674aabcb7"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"74.1131Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1745.37oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7d8e6b1a81674aabcb9"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"43.5263Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1940.32oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7dde6b1a81674aabcbb"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"105.299Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1570.94oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7e2e6b1a81674aabcbd"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"25.1686Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"2068.2oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7e7e6b1a81674aabcbf"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"53.9297Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1866.27oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7ece6b1a81674aabcc1"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"99.8014Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1590.89oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7f0e6b1a81674aabcc3"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"86.3458Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1671.49oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7f5e6b1a81674aabcc5"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"22.7158Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"2095.25oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7fae6b1a81674aabcc7"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"80.2312Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1705.02oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca7ffe6b1a81674aabcc9"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"37.4047Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1987.49oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca804e6b1a81674aabccb"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"47.8151Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1899.8oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca809e6b1a81674aabccd"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"31.2901Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"2021.03oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca813e6b1a81674aabccf"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"122.947Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"440.722oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca818e6b1a81674aabcd1"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"124.277Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1422.66oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca81de6b1a81674aabcd3"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"120.927Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"815.539oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca822e6b1a81674aabcd5"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"120.972Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"726.907oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca827e6b1a81674aabcd7"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"120.598Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1463.24oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca82ce6b1a81674aabcd9"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"126.28Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1081.93oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca830e6b1a81674aabcdb"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"123.875Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1013.53oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca835e6b1a81674aabcdd"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"121.689Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"515.608oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca83ae6b1a81674aabcdf"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"121.028Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"617.821oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca83fe6b1a81674aabce1"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"123.608Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"338.51oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca844e6b1a81674aabce3"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"127.35Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1375.21oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca849e6b1a81674aabce5"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"129.221Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1293.57oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca84ee6b1a81674aabce7"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"122.095Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"917.918oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca853e6b1a81674aabce9"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"112.647Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1510.24oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4ca858e6b1a81674aabceb"")","5","0","0",,"5","10wt.%",,"0",,"0",,,,"Balance","0",,,"12","1.5","4",,"0",,,,,,,,,,,,"129.28Ksi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"1177.66oF",,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,,,,,,,,,"PWA1480",,,,,,,,,,,,,,"4h","2240oF",,"4h","1975oF",,"12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
