"_id","Al","Co","Cr","Hf","Mo","Ni","Re","Ru","Ta","Ti","W","力学性能/蠕变速率","备注","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","材料牌号","热处理/升温速率","热处理/热处理温度","热处理/第一段时间","热处理/第一段温度","热处理/第三段时间","热处理/第三段温度","热处理/第二段时间","热处理/第二段温度","热处理/第四段时间","热处理/第四段温度","第一次时效/第一次时效时间","第一次时效/第一次时效温度","第二次时效/第二次时效时间","第二次时效/第二次时效温度","蠕变实验/压力","蠕变实验/应变","蠕变实验/晶向","蠕变实验/温度","蠕变实验/真空度","蠕变测试/γ相尺寸","蠕变测试/压力","蠕变测试/塑性蠕变应变","蠕变测试/时间","蠕变测试/晶格取向","蠕变测试/测试压力","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变应变","蠕变测试/蠕变温度","蠕变测试/试样厚度"
"ObjectId(""5b4d436ee6b1a819a85d97a7"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","2.87E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0186372745490982%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4373e6b1a819a85d97a9"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","4.87E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0062124248496994%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4378e6b1a819a85d97ab"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","3.31E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00490981963927856%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d437de6b1a819a85d97ad"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","3.57E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00661322645290581%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4382e6b1a819a85d97af"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.09E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0108216432865731%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4386e6b1a819a85d97b1"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","8.04E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00861723446893788%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d438be6b1a819a85d97b3"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","4.68E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00791583166332665%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4391e6b1a819a85d97b5"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","7.73E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00971943887775551%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d439be6b1a819a85d97b7"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","4.50E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00460921843687375%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43a0e6b1a819a85d97b9"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","8.04E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00110220440881764%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43a4e6b1a819a85d97bb"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","8.46E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.000100200400801603%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43a9e6b1a819a85d97bd"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","4.93E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.000200400801603206%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43aee6b1a819a85d97bf"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","8.04E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00230460921843687%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43b3e6b1a819a85d97c1"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.86E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0497983870967742%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43b8e6b1a819a85d97c3"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","6.63E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00120240480961924%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43bde6b1a819a85d97c5"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","4.87E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00290581162324649%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43c2e6b1a819a85d97c7"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","3.57E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00400801603206413%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43c7e6b1a819a85d97c9"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","7.73E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.000601202404809619%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43cce6b1a819a85d97cb"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.79E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0471774193548387%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43d1e6b1a819a85d97cd"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.66E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0446572580645161%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43d6e6b1a819a85d97cf"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.33E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.000400801603206413%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43dbe6b1a819a85d97d1"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","2.56E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.000400801603206413%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43dfe6b1a819a85d97d3"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","4.33E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00360721442885772%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43e9e6b1a819a85d97d5"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.59E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0403225806451613%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43eee6b1a819a85d97d7"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","9.62E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0253024193548387%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43f3e6b1a819a85d97d9"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.31E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0342741935483871%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43f8e6b1a819a85d97db"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.66E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0424395161290323%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d43fde6b1a819a85d97dd"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","7.92E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0212701612903226%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4402e6b1a819a85d97df"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.36E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.036491935483871%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4407e6b1a819a85d97e1"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","8.56E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0234879032258065%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d440ce6b1a819a85d97e3"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","5.59E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0179435483870968%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4411e6b1a819a85d97e5"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","3.79E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0148185483870968%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4416e6b1a819a85d97e7"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.47E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0381048387096774%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d441be6b1a819a85d97e9"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.08E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0298387096774194%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4420e6b1a819a85d97eb"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","4.60E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0161290322580645%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4425e6b1a819a85d97ed"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.04E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0278225806451613%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d442be6b1a819a85d97ef"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","6.78E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0194556451612903%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4430e6b1a819a85d97f1"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.21E-6s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.0318548387096774%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d443ae6b1a819a85d97f3"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.38E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.000504032258064516%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d443fe6b1a819a85d97f5"")","5.8wt.%","9.2","8.2","1.4","0.6","60.9",,,"3.2","0.7","10","1.23E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-62%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"230Mpa","0.00191532258064516%","20°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
