"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/温度","/状态","/空冷)，试样盘尺寸","/组成","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Ni","Re","Si","Ta","Ti","W","Y","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","力学性能/总延伸率A","固溶/时间","固溶/温度","固溶处理油淬/时间","固溶处理油淬/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/力","应力破裂测试/温度","拉伸实验/测试温度","拉伸测试/ 温度","拉伸测试/测试温度","拉伸测试/温度","持久性极限试验/应力","持久性极限试验/时间","持久极限试验/温度","持久测试/应力","持久测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/高温时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","材料牌号","标准热处理后油淬/时间","棒料拉伸测试/温度","测试温度/温度","测量温度/温度","热处理1/时间","热处理1/温度","热处理2/时间","热处理2/温度","热处理3/时间","热处理3/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/炉冷温度","热处理工艺/空冷温度","热挤压/热挤压温度","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","热轧/厚度","热轧/温度","热轧/热轧时间","热轧/热轧温度","焊前热处理/时间","焊前热处理/温度","片料拉伸测试/温度","直径/坯料直径","真空热挤/挤压率","真空热挤/温度","硼含量/体积比浓度","空冷热处理1/时间","空冷热处理1/温度","空冷热处理2/时间","空冷热处理2/温度","空冷热处理3/时间","空冷热处理3/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第3步热处理/空冷","第4步热处理/时间","第4步热处理/温度","第一次轧制/温度","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","蠕变断裂测试/拉力","蠕变断裂测试/温度","蠕变测试/时间","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变时间","蠕变试验/应力","蠕变试验/时间","蠕变试验/温度","试样置于高温/放置温度","退火/退火时间","退火/退火温度","重量/铸锭重量","锻造和锻轧的/试验温度"
,,,,,,,,"ObjectId(""5b4d0fb3e6b1a819a85d840b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"2.24386",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fb8e6b1a819a85d840d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.848477",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","467.84h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fbde6b1a819a85d840f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"2.98581",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fc2e6b1a819a85d8411"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"1.42866",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","986.54h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fc7e6b1a819a85d8413"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.958193",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","685.28h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fcce6b1a819a85d8415"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"1.92105",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fd0e6b1a819a85d8417"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"2.58644",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fd5e6b1a819a85d8419"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"3.29022",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fdae6b1a819a85d841b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"3.70913",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fdfe6b1a819a85d841d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"1.10812",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","809.80h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fe4e6b1a819a85d841f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"1.61766",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d0fe9e6b1a819a85d8421"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.774878",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","343.56h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d0feee6b1a819a85d8423"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.922759",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","561.11h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d0ff7e6b1a819a85d8425"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.549869",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","161.94h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d0ffce6b1a819a85d8427"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"6.15774%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d1001e6b1a819a85d8429"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"4.9945%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d1006e6b1a819a85d842b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.114496",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","0.355097h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d100be6b1a819a85d842d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.304867",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","21.6215h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d1010e6b1a819a85d842f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.700823",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","239.95h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d1014e6b1a819a85d8431"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"6.67252%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d1019e6b1a819a85d8433"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"5.62366%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d101ee6b1a819a85d8435"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"4.80413%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d1026e6b1a819a85d8437"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.587352",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","193.07h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d102be6b1a819a85d8439"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"4.49937%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d1030e6b1a819a85d843b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"5.8907%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d1035e6b1a819a85d843d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"4.3","Balance",,,,"1",,,"0.08",,,,,"0.43708",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","84.0593h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d1039e6b1a819a85d843f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"6.34834%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d103ee6b1a819a85d8441"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"5.28051%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604Mpa","901h","7℃",,,,,
,,,,,,,,"ObjectId(""5b4d1048e6b1a819a85d8443"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"3.24322%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","914.63h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d104de6b1a819a85d8445"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"1.9739%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","492.01h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d1052e6b1a819a85d8447"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"1.31147%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","241.84h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d1057e6b1a819a85d8449"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"1.08396%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","173.94h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d105ce6b1a819a85d844b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"3.52855%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","956.87h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d1061e6b1a819a85d844d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"3.87113%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","999.28h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d1066e6b1a819a85d844f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"2.21901%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","627.16h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d106be6b1a819a85d8451"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"1.4823%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","283.72h","760℃",,,,,
,,,,,,,,"ObjectId(""5b4d106fe6b1a819a85d8453"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"2.15","Balance",,,,"1",,,"0.08",,,,,"1.78455%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-693.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490Mpa","424.22h","760℃",,,,,
