Al,Co,Cr,Hf,Mo,Ni,Re,Ru,Ta,Ti,W,力学性能/蠕变速率,材料牌号,热处理/升温速率,热处理/热处理温度,热处理/第一段时间,热处理/第一段温度,热处理/第三段时间,热处理/第三段温度,热处理/第二段时间,热处理/第二段温度,热处理/第四段时间,热处理/第四段温度,第一次时效/第一次时效时间,第一次时效/第一次时效温度,第二次时效/第二次时效时间,第二次时效/第二次时效温度,蠕变实验/压力,蠕变实验/应变,蠕变实验/晶向,蠕变实验/温度,蠕变实验/真空度,蠕变测试/γ相尺寸,蠕变测试/压力,蠕变测试/塑性蠕变应变,蠕变测试/时间,蠕变测试/晶格取向,蠕变测试/测试压力,蠕变测试/测试温度,蠕变测试/温度,蠕变测试/蠕变应力,蠕变测试/蠕变应变,蠕变测试/蠕变温度,蠕变测试/试样厚度
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.43E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.03E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.35E-4s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.59E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.52E-4s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.76E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.80E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.10E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.37E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.60E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.26E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.76E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.02E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.17E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.60E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.97E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.80E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.17E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.02E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.58E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.26E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.25E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.52E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.84E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.07E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,2.30E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,2.39E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,2.90E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.80E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.26E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.45E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.90E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.98E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.94E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.24E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.13E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.57E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.76E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.24E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.20E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.15E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.57E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.90E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.90E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.83E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.29E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.51E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.24E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.97E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.51E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.51E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.47E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,8.80E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.84E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,9.14E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,9.50E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.11E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.98E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.03E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.26E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.84E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,8.14E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.15E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.98E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.29E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.03E-5s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.47E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,2.29E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.54E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.33E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.50E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.61E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.34E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.47E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.11E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.47E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.36E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.22E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.26E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,4.23E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.99E-6s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,100Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,2.19E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,2.19E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
