Al,Co,Cr,Hf,Mo,Ni,Re,Ru,Ta,Ti,W,力学性能/蠕变速率,材料牌号,热处理/升温速率,热处理/热处理温度,热处理/第一段时间,热处理/第一段温度,热处理/第三段时间,热处理/第三段温度,热处理/第二段时间,热处理/第二段温度,热处理/第四段时间,热处理/第四段温度,第一次时效/第一次时效时间,第一次时效/第一次时效温度,第二次时效/第二次时效时间,第二次时效/第二次时效温度,蠕变实验/压力,蠕变实验/应变,蠕变实验/晶向,蠕变实验/温度,蠕变实验/真空度,蠕变测试/γ相尺寸,蠕变测试/压力,蠕变测试/塑性蠕变应变,蠕变测试/时间,蠕变测试/晶格取向,蠕变测试/测试压力,蠕变测试/测试温度,蠕变测试/温度,蠕变测试/蠕变应力,蠕变测试/蠕变应变,蠕变测试/蠕变温度,蠕变测试/试样厚度
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,7.25E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00781563126252505%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,6.21E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00470941883767535%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,7.83E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00991983967935872%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,9.50E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0120240480961924%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.93E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.90E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04989979959919840.000601202404809619%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.34E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,9.50E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.51E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04989979959919840.00100200400801603%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.57E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,8.14E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.06E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.20E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04989979959919840.00150300601202405%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.11E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.90E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.20E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,7.25E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.31E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.04989979959919840.000200400801603206%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,5.98E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.17E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,5.90E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.38E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.48E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.88E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.06E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.37E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.87E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.87E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.31E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.57E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.09E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,8.04E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.68E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,7.73E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.50E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,8.04E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,8.46E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.93E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,8.04E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.86E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.05%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,6.63E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.87E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.57E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,7.73E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.79E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.05%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.66E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.33E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.56E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.33E-9s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.59E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,9.62E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.31E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.66E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,7.92E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.36E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,8.56E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,5.59E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,3.79E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.47E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.08E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,4.60E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.04E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,6.78E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.21E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.38E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.23E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,3.00E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,3.65E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.88E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,8.03E-8s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.86E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.05%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,2.67E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.96E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,3.25E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,3.94E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,3.65E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,9.02E-8s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,2.20E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,2.04E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,7.05E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.03%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,4.43E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.02%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,3.25E-7s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.02%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.8wt.%,9.2,8.2,1.4,0.6,60.9,,,3.2,0.7,10,1.12E-6s^(-1),M247ox-62%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04%,20°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
