"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/空冷)，试样盘尺寸","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","冷却/油冷温度","冷却/盐浴温度","冷却/空冷","力学性能/屈服强度","力学性能/极限拉伸强度","力学性能/纵向延伸率","单峰晶粒分布热处理/MA","双峰晶粒分布热处理/DB","固溶/固溶温度","固溶/试样厚度","固溶处理油淬/时间","固溶处理油淬/温度","固溶（油浴）/温度","固溶（盐浴）/温度","固溶（空冷）/温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/温度","拉伸/温度","拉伸实验/温度","拉伸测试/ 温度","拉伸测试/气氛","拉伸测试/气氛压强","拉伸测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/时效时间","时效/时效温度","时效1/时效时间","时效1/时效温度","时效2/时效时间","时效2/时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","材料牌号","标准热处理后油淬/时间","烧结/温度","热处理/固溶温度","热处理/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理后空冷/时间","热处理工艺/加热时间","热处理工艺/加热温度","热等静压/压力","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","焊前热处理/时间","焊前热处理/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第4步热处理/时间","第4步热处理/温度","第一次热处理/温度","第一次热处理后炉冷/时间","第一次轧制/温度","第二次热处理/升温速率","第二次热处理/温度","第二次热处理后空冷/时间","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","锻造/试样厚度","锻造/锻造厚度减少量","锻造和锻轧的/试验温度","锻造（油冷）/锻造温度","锻造（空冷）/锻造温度"
,,,,,"ObjectId(""5b4d988de6b1a815d464f7e2"")",,"0.73","0.21wt.%",,"0.4","18.01","balance",,"0.12","7.6","0.115",,,"17.89",,,"0.28",,,,,,,,,,,,,"528Mpa",,,,,,,,,,,,,"",,,,,,,"760℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d9892e6b1a815d464f7e4"")",,"0.89","0.09wt.%",,"0","26.82","balance",,"0.43","4.99","0.123",,,"30.08",,,"1.38",,,,,,,,,,,,,"527Mpa",,,,,,,,,,,,,"",,,,,,,"650℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d989ce6b1a815d464f7e8"")",,"0.89","0.09wt.%",,"0","26.82","balance",,"0.43","4.99","0.123",,,"30.08",,,"1.38",,,,,,,,,,,,,"447Mpa",,,,,,,,,,,,,"",,,,,,,"760℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d98a1e6b1a815d464f7ea"")",,"0.73","0.21wt.%",,"0.4","18.01","balance",,"0.12","7.6","0.115",,,"17.89",,,"0.28",,,,,,,,,,,,,"629Mpa",,,,,,,,,,,,,"",,,,,,,"650℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d98bfe6b1a815d464f7f6"")",,"0.89","0.09wt.%",,"0","26.82","balance",,"0.43","4.99","0.123",,,"30.08",,,"1.38",,,,,,,,,,,,,"308Mpa",,,,,,,,,,,,,"",,,,,,,"870℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d98e2e6b1a815d464f802"")",,"0.73","0.21wt.%",,"0.4","18.01","balance",,"0.12","7.6","0.115",,,"17.89",,,"0.28",,,,,,,,,,,,,"672Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d98ece6b1a815d464f806"")",,"0.89","0.09wt.%",,"0","26.82","balance",,"0.43","4.99","0.123",,,"30.08",,,"1.38",,,,,,,,,,,,,"572Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4da0c7e6b1a815d464fb04"")","1.34","0.003","0.033wt.%",,"5.8","18.9",,,,"3.92",,,,"balance",,,,,"2.94",,"0.06",,,,,,,,,"1138.48Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da0cce6b1a815d464fb06"")","1.37","0.002","0.025wt.%",,"7.8","19.6",,,,"3.99",,,,"balance",,,,,"3.04",,"0.06",,,,,,,,,"1190.58Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da0d6e6b1a815d464fb0a"")","1.35","0.004","0.036wt.%",,"13.2","19.4",,,,"4.05",,,,"balance",,,,,"3.07",,"0.06",,,,,,,,,"1178.01Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da0dbe6b1a815d464fb0c"")","1.32","0.003","0.035wt.%",,"10","19.4",,,,"4.02",,,,"balance",,,,,"3.05",,"0.06",,,,,,,,,"1200.38Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da0e0e6b1a815d464fb0e"")","1.34","0.003","0.033wt.%",,"5.8","18.9",,,,"3.92",,,,"balance",,,,,"2.94",,"0.06",,,,,,,,,"1167.54Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da0e5e6b1a815d464fb10"")","1.35","0.004","0.036wt.%",,"13.2","19.4",,,,"4.05",,,,"balance",,,,,"3.07",,"0.06",,,,,,,,,"1156.87Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da0f4e6b1a815d464fb16"")","1.35","0.004","0.031wt.%",,"12.4","19.4",,,,"4.05",,,,"balance",,,,,"3.07",,"0.06",,,,,,,,,"1175.66Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da0f8e6b1a815d464fb18"")","1.37","0.002","0.025wt.%",,"7.8","19.6",,,,"3.99",,,,"balance",,,,,"3.04",,"0.06",,,,,,,,,"1211.7Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da100e6b1a815d464fb1a"")","1.35","0.004","0.031wt.%",,"12.4","19.4",,,,"4.05",,,,"balance",,,,,"3.07",,"0.06",,,,,,,,,"1151.89Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da105e6b1a815d464fb1c"")","1.32","0.003","0.035wt.%",,"10","19.4",,,,"4.02",,,,"balance",,,,,"3.05",,"0.06",,,,,,,,,"1171.31Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da11ee6b1a815d464fb24"")","1.37","0.001","0.028wt.%",,"0.01","19.5",,,,"3.9",,,,"balance",,,,,"3.02",,"0.06",,,,,,,,,"1183.06Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da123e6b1a815d464fb26"")","1.37","0.001","0.028wt.%",,"0.01","19.5",,,,"3.9",,,,"balance",,,,,"3.02",,"0.06",,,,,,,,,"1154Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da13ce6b1a815d464fb30"")","1.34","0.001","0.035wt.%",,"1.3","19.2",,,,"3.95",,,,"balance",,,,,"3.01",,"0.06",,,,,,,,,"1184.9Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da14ae6b1a815d464fb36"")","1.36","0.001","0.038wt.%",,"3.6","19.5",,,,"3.93",,,,"balance",,,,,"3.02",,"0.06",,,,,,,,,"1186.78Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da14fe6b1a815d464fb38"")","1.34","0.001","0.035wt.%",,"1.3","19.2",,,,"3.95",,,,"balance",,,,,"3.01",,"0.06",,,,,,,,,"1163.77Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da15ee6b1a815d464fb3e"")","1.36","0.001","0.038wt.%",,"3.6","19.5",,,,"3.93",,,,"balance",,,,,"3.02",,"0.06",,,,,,,,,"1163.01Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"538℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da168e6b1a815d464fb40"")","1.32","0.003","0.035wt.%",,"10","19.4",,,,"4.02",,,,"balance",,,,,"3.05",,"0.06",,,,,,,,,"1308.1Mpa",,,,,,"4h","1016℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da16ce6b1a815d464fb42"")","1.35","0.004","0.036wt.%",,"13.2","19.4",,,,"4.05",,,,"balance",,,,,"3.07",,"0.06",,,,,,,,,"1344.45Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da172e6b1a815d464fb44"")","1.42","0.003","0.027wt.%",,"13.1","19.7",,,,"4.04",,,,"balance",,,,,"3.09",,"0.06",,,,,,,,,"1346.83Mpa",,,,,,"4h","1016℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da177e6b1a815d464fb46"")","1.32","0.003","0.035wt.%",,"10","19.4",,,,"4.02",,,,"balance",,,,,"3.05",,"0.06",,,,,,,,,"1342.75Mpa",,,,,,"4h","1024℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da180e6b1a815d464fb4a"")","1.35","0.004","0.031wt.%",,"12.4","19.4",,,,"4.05",,,,"balance",,,,,"3.07",,"0.06",,,,,,,,,"1309.93Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da185e6b1a815d464fb4c"")","1.35","0.004","0.031wt.%",,"12.4","19.4",,,,"4.05",,,,"balance",,,,,"3.07",,"0.06",,,,,,,,,"1289.19Mpa",,,,,,"4h","1024℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da18ae6b1a815d464fb4e"")","1.33","0.003","0.036wt.%",,"8.1","19.3",,,,"3.99",,,,"balance",,,,,"3.01",,"0.06",,,,,,,,,"1317.62Mpa",,,,,,"4h","1016℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da18fe6b1a815d464fb50"")","1.42","0.003","0.027wt.%",,"13.1","19.7",,,,"4.04",,,,"balance",,,,,"3.09",,"0.06",,,,,,,,,"1372.24Mpa",,,,,,"4h","1024℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da194e6b1a815d464fb52"")","1.35","0.004","0.031wt.%",,"12.4","19.4",,,,"4.05",,,,"balance",,,,,"3.07",,"0.06",,,,,,,,,"1328.46Mpa",,,,,,"4h","1016℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da199e6b1a815d464fb54"")","1.42","0.003","0.027wt.%",,"13.1","19.7",,,,"4.04",,,,"balance",,,,,"3.09",,"0.06",,,,,,,,,"1282.14Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da19ee6b1a815d464fb56"")","1.37","0.002","0.025wt.%",,"7.8","19.6",,,,"3.99",,,,"balance",,,,,"3.04",,"0.06",,,,,,,,,"1333.84Mpa",,,,,,"4h","1024℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da1a3e6b1a815d464fb58"")","1.42","0.003","0.027wt.%",,"13.1","19.7",,,,"4.04",,,,"balance",,,,,"3.09",,"0.06",,,,,,,,,"1307.56Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da1bbe6b1a815d464fb60"")","1.33","0.003","0.036wt.%",,"8.1","19.3",,,,"3.99",,,,"balance",,,,,"3.01",,"0.06",,,,,,,,,"1349.96Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da1c0e6b1a815d464fb62"")","1.36","0.001","0.038wt.%",,"3.6","19.5",,,,"3.93",,,,"balance",,,,,"3.02",,"0.06",,,,,,,,,"1306.77Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da1cfe6b1a815d464fb68"")","1.34","0.001","0.035wt.%",,"1.3","19.2",,,,"3.95",,,,"balance",,,,,"3.01",,"0.06",,,,,,,,,"1309.41Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
,,,,,"ObjectId(""5b4da1d3e6b1a815d464fb6a"")","1.37","0.001","0.028wt.%",,"0.01","19.5",,,,"3.9",,,,"balance",,,,,"3.02",,"0.06",,,,,,,,,"1305.11Mpa",,,,,,"4h","1010℃",,,,"24h","1190℃","",,,,,,,"20℃","Maurer G E, Jackman L A, Domingue J A. ROLE OF COBALT IN WASPALOY[J]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0001","尹海清","摘录","邓正华","2018-01-08",,,,,,,"4h","847℃","16h","760℃",,"Waspaloy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150℃",,,,"1093℃",,,,,,,
